epi_id,epi_isl,strain,subtype,host_type,sequence_length
SYNTH0000250,SYNTH_ISL_00000250,A/Synthetic_human/SYN/000250/2025,A_/_H5N1,human,759
SYNTH0000251,SYNTH_ISL_00000251,A/Synthetic_human/SYN/000251/2024,A_/_H5N1,human,759
SYNTH0000252,SYNTH_ISL_00000252,A/Synthetic_human/SYN/000252/2024,A_/_H5N1,human,759
SYNTH0000253,SYNTH_ISL_00000253,A/Synthetic_human/SYN/000253/2024,A_/_H5N1,human,759
SYNTH0000254,SYNTH_ISL_00000254,A/Synthetic_human/SYN/000254/2024,A_/_H5N1,human,759
SYNTH0000255,SYNTH_ISL_00000255,A/Synthetic_human/SYN/000255/2021,A_/_H5N1,human,759
SYNTH0000256,SYNTH_ISL_00000256,A/Synthetic_human/SYN/000256/2023,A_/_H5N1,human,759
SYNTH0000257,SYNTH_ISL_00000257,A/Synthetic_human/SYN/000257/2024,A_/_H5N1,human,759
SYNTH0000258,SYNTH_ISL_00000258,A/Synthetic_human/SYN/000258/2023,A_/_H5N1,human,759
SYNTH0000259,SYNTH_ISL_00000259,A/Synthetic_human/SYN/000259/2024,A_/_H5N1,human,759
SYNTH0000260,SYNTH_ISL_00000260,A/Synthetic_human/SYN/000260/2023,A_/_H5N1,human,759
SYNTH0000261,SYNTH_ISL_00000261,A/Synthetic_human/SYN/000261/2021,A_/_H5N1,human,759
SYNTH0000262,SYNTH_ISL_00000262,A/Synthetic_human/SYN/000262/2024,A_/_H5N1,human,759
SYNTH0000263,SYNTH_ISL_00000263,A/Synthetic_human/SYN/000263/2024,A_/_H5N1,human,759
SYNTH0000264,SYNTH_ISL_00000264,A/Synthetic_human/SYN/000264/2024,A_/_H5N1,human,759
SYNTH0000265,SYNTH_ISL_00000265,A/Synthetic_human/SYN/000265/2023,A_/_H5N1,human,759
SYNTH0000266,SYNTH_ISL_00000266,A/Synthetic_human/SYN/000266/2025,A_/_H5N1,human,759
SYNTH0000267,SYNTH_ISL_00000267,A/Synthetic_human/SYN/000267/2025,A_/_H5N1,human,759
SYNTH0000268,SYNTH_ISL_00000268,A/Synthetic_human/SYN/000268/2022,A_/_H5N1,human,759
SYNTH0000269,SYNTH_ISL_00000269,A/Synthetic_human/SYN/000269/2024,A_/_H5N1,human,759
SYNTH0000270,SYNTH_ISL_00000270,A/Synthetic_human/SYN/000270/2023,A_/_H5N1,human,759
SYNTH0000271,SYNTH_ISL_00000271,A/Synthetic_human/SYN/000271/2024,A_/_H5N1,human,759
SYNTH0000272,SYNTH_ISL_00000272,A/Synthetic_human/SYN/000272/2021,A_/_H5N1,human,743
SYNTH0000273,SYNTH_ISL_00000273,A/Synthetic_human/SYN/000273/2022,A_/_H5N1,human,759
SYNTH0000274,SYNTH_ISL_00000274,A/Synthetic_human/SYN/000274/2025,A_/_H5N1,human,759
SYNTH0000275,SYNTH_ISL_00000275,A/Synthetic_human/SYN/000275/2021,A_/_H5N1,human,759
SYNTH0000276,SYNTH_ISL_00000276,A/Synthetic_human/SYN/000276/2022,A_/_H5N1,human,759
SYNTH0000277,SYNTH_ISL_00000277,A/Synthetic_human/SYN/000277/2025,A_/_H5N1,human,759
SYNTH0000278,SYNTH_ISL_00000278,A/Synthetic_human/SYN/000278/2024,A_/_H5N1,human,759
SYNTH0000279,SYNTH_ISL_00000279,A/Synthetic_human/SYN/000279/2024,A_/_H5N1,human,759
SYNTH0000280,SYNTH_ISL_00000280,A/Synthetic_human/SYN/000280/2022,A_/_H5N1,human,759
SYNTH0000281,SYNTH_ISL_00000281,A/Synthetic_human/SYN/000281/2021,A_/_H5N1,human,759
SYNTH0000282,SYNTH_ISL_00000282,A/Synthetic_human/SYN/000282/2023,A_/_H5N1,human,759
SYNTH0000283,SYNTH_ISL_00000283,A/Synthetic_human/SYN/000283/2021,A_/_H5N1,human,759
SYNTH0000284,SYNTH_ISL_00000284,A/Synthetic_human/SYN/000284/2025,A_/_H5N1,human,759
SYNTH0000285,SYNTH_ISL_00000285,A/Synthetic_human/SYN/000285/2022,A_/_H5N1,human,759
SYNTH0000286,SYNTH_ISL_00000286,A/Synthetic_human/SYN/000286/2023,A_/_H5N1,human,759
SYNTH0000287,SYNTH_ISL_00000287,A/Synthetic_human/SYN/000287/2024,A_/_H5N1,human,759
SYNTH0000288,SYNTH_ISL_00000288,A/Synthetic_human/SYN/000288/2022,A_/_H5N1,human,759
SYNTH0000289,SYNTH_ISL_00000289,A/Synthetic_human/SYN/000289/2024,A_/_H5N1,human,759
SYNTH0000290,SYNTH_ISL_00000290,A/Synthetic_human/SYN/000290/2024,A_/_H5N1,human,759
SYNTH0000291,SYNTH_ISL_00000291,A/Synthetic_human/SYN/000291/2024,A_/_H5N1,human,759
SYNTH0000292,SYNTH_ISL_00000292,A/Synthetic_human/SYN/000292/2025,A_/_H5N1,human,759
SYNTH0000293,SYNTH_ISL_00000293,A/Synthetic_human/SYN/000293/2021,A_/_H5N1,human,759
SYNTH0000294,SYNTH_ISL_00000294,A/Synthetic_human/SYN/000294/2021,A_/_H5N1,human,759
SYNTH0000295,SYNTH_ISL_00000295,A/Synthetic_human/SYN/000295/2021,A_/_H5N1,human,759
SYNTH0000296,SYNTH_ISL_00000296,A/Synthetic_human/SYN/000296/2022,A_/_H5N1,human,759
SYNTH0000297,SYNTH_ISL_00000297,A/Synthetic_human/SYN/000297/2023,A_/_H5N1,human,759
SYNTH0000298,SYNTH_ISL_00000298,A/Synthetic_human/SYN/000298/2021,A_/_H5N1,human,759
SYNTH0000299,SYNTH_ISL_00000299,A/Synthetic_human/SYN/000299/2023,A_/_H5N1,human,759
SYNTH0000300,SYNTH_ISL_00000300,A/Synthetic_human/SYN/000300/2025,A_/_H5N1,human,759
SYNTH0000301,SYNTH_ISL_00000301,A/Synthetic_human/SYN/000301/2022,A_/_H5N1,human,759
SYNTH0000302,SYNTH_ISL_00000302,A/Synthetic_human/SYN/000302/2022,A_/_H5N1,human,759
SYNTH0000303,SYNTH_ISL_00000303,A/Synthetic_human/SYN/000303/2021,A_/_H5N1,human,759
SYNTH0000304,SYNTH_ISL_00000304,A/Synthetic_human/SYN/000304/2024,A_/_H5N1,human,759
SYNTH0000305,SYNTH_ISL_00000305,A/Synthetic_human/SYN/000305/2021,A_/_H5N1,human,759
SYNTH0000306,SYNTH_ISL_00000306,A/Synthetic_human/SYN/000306/2023,A_/_H5N1,human,759
SYNTH0000307,SYNTH_ISL_00000307,A/Synthetic_human/SYN/000307/2022,A_/_H5N1,human,759
SYNTH0000308,SYNTH_ISL_00000308,A/Synthetic_human/SYN/000308/2025,A_/_H5N1,human,759
SYNTH0000309,SYNTH_ISL_00000309,A/Synthetic_human/SYN/000309/2022,A_/_H5N1,human,759
SYNTH0000310,SYNTH_ISL_00000310,A/Synthetic_human/SYN/000310/2025,A_/_H5N1,human,759
SYNTH0000311,SYNTH_ISL_00000311,A/Synthetic_human/SYN/000311/2025,A_/_H5N1,human,759
SYNTH0000312,SYNTH_ISL_00000312,A/Synthetic_human/SYN/000312/2023,A_/_H5N1,human,759
SYNTH0000313,SYNTH_ISL_00000313,A/Synthetic_human/SYN/000313/2024,A_/_H5N1,human,759
SYNTH0000314,SYNTH_ISL_00000314,A/Synthetic_human/SYN/000314/2021,A_/_H5N1,human,759
SYNTH0000315,SYNTH_ISL_00000315,A/Synthetic_human/SYN/000315/2025,A_/_H5N1,human,759
SYNTH0000316,SYNTH_ISL_00000316,A/Synthetic_human/SYN/000316/2023,A_/_H5N1,human,759
SYNTH0000317,SYNTH_ISL_00000317,A/Synthetic_human/SYN/000317/2022,A_/_H5N1,human,759
SYNTH0000318,SYNTH_ISL_00000318,A/Synthetic_human/SYN/000318/2021,A_/_H5N1,human,759
SYNTH0000319,SYNTH_ISL_00000319,A/Synthetic_human/SYN/000319/2025,A_/_H5N1,human,759
SYNTH0000320,SYNTH_ISL_00000320,A/Synthetic_human/SYN/000320/2021,A_/_H5N1,human,759
SYNTH0000321,SYNTH_ISL_00000321,A/Synthetic_human/SYN/000321/2023,A_/_H5N1,human,170
SYNTH0000322,SYNTH_ISL_00000322,A/Synthetic_human/SYN/000322/2023,A_/_H5N1,human,759
SYNTH0000323,SYNTH_ISL_00000323,A/Synthetic_human/SYN/000323/2025,A_/_H5N1,human,759
SYNTH0000324,SYNTH_ISL_00000324,A/Synthetic_human/SYN/000324/2022,A_/_H5N1,human,759
SYNTH0000325,SYNTH_ISL_00000325,A/Synthetic_human/SYN/000325/2021,A_/_H5N1,human,759
SYNTH0000326,SYNTH_ISL_00000326,A/Synthetic_human/SYN/000326/2023,A_/_H5N1,human,759
SYNTH0000327,SYNTH_ISL_00000327,A/Synthetic_human/SYN/000327/2025,A_/_H5N1,human,759
SYNTH0000328,SYNTH_ISL_00000328,A/Synthetic_human/SYN/000328/2021,A_/_H5N1,human,759
SYNTH0000329,SYNTH_ISL_00000329,A/Synthetic_human/SYN/000329/2024,A_/_H5N1,human,759
SYNTH0000330,SYNTH_ISL_00000330,A/Synthetic_human/SYN/000330/2025,A_/_H5N1,human,759
SYNTH0000331,SYNTH_ISL_00000331,A/Synthetic_human/SYN/000331/2025,A_/_H5N1,human,759
SYNTH0000332,SYNTH_ISL_00000332,A/Synthetic_human/SYN/000332/2022,A_/_H5N1,human,759
SYNTH0000333,SYNTH_ISL_00000333,A/Synthetic_human/SYN/000333/2023,A_/_H5N1,human,759
SYNTH0000334,SYNTH_ISL_00000334,A/Synthetic_human/SYN/000334/2021,A_/_H5N1,human,759
SYNTH0000335,SYNTH_ISL_00000335,A/Synthetic_human/SYN/000335/2022,A_/_H5N1,human,759
SYNTH0000336,SYNTH_ISL_00000336,A/Synthetic_human/SYN/000336/2024,A_/_H5N1,human,759
SYNTH0000337,SYNTH_ISL_00000337,A/Synthetic_human/SYN/000337/2021,A_/_H5N1,human,759
SYNTH0000338,SYNTH_ISL_00000338,A/Synthetic_human/SYN/000338/2023,A_/_H5N1,human,759
SYNTH0000339,SYNTH_ISL_00000339,A/Synthetic_human/SYN/000339/2023,A_/_H5N1,human,759
SYNTH0000340,SYNTH_ISL_00000340,A/Synthetic_human/SYN/000340/2025,A_/_H5N1,human,759
SYNTH0000341,SYNTH_ISL_00000341,A/Synthetic_human/SYN/000341/2021,A_/_H5N1,human,759
SYNTH0000342,SYNTH_ISL_00000342,A/Synthetic_human/SYN/000342/2021,A_/_H5N1,human,759
SYNTH0000343,SYNTH_ISL_00000343,A/Synthetic_human/SYN/000343/2025,A_/_H5N1,human,759
SYNTH0000344,SYNTH_ISL_00000344,A/Synthetic_human/SYN/000344/2024,A_/_H5N1,human,759
SYNTH0000345,SYNTH_ISL_00000345,A/Synthetic_human/SYN/000345/2024,A_/_H5N1,human,759
SYNTH0000346,SYNTH_ISL_00000346,A/Synthetic_human/SYN/000346/2021,A_/_H5N1,human,759
SYNTH0000347,SYNTH_ISL_00000347,A/Synthetic_human/SYN/000347/2021,A_/_H5N1,human,759
SYNTH0000348,SYNTH_ISL_00000348,A/Synthetic_human/SYN/000348/2024,A_/_H5N1,human,759
SYNTH0000349,SYNTH_ISL_00000349,A/Synthetic_human/SYN/000349/2025,A_/_H5N1,human,759
SYNTH0000350,SYNTH_ISL_00000350,A/Synthetic_human/SYN/000350/2024,A_/_H5N1,human,759
SYNTH0000351,SYNTH_ISL_00000351,A/Synthetic_human/SYN/000351/2025,A_/_H5N1,human,759
SYNTH0000352,SYNTH_ISL_00000352,A/Synthetic_human/SYN/000352/2021,A_/_H5N1,human,759
SYNTH0000353,SYNTH_ISL_00000353,A/Synthetic_human/SYN/000353/2024,A_/_H5N1,human,759
SYNTH0000354,SYNTH_ISL_00000354,A/Synthetic_human/SYN/000354/2023,A_/_H5N1,human,759
SYNTH0000355,SYNTH_ISL_00000355,A/Synthetic_human/SYN/000355/2025,A_/_H5N1,human,759
SYNTH0000356,SYNTH_ISL_00000356,A/Synthetic_human/SYN/000356/2021,A_/_H5N1,human,759
SYNTH0000357,SYNTH_ISL_00000357,A/Synthetic_human/SYN/000357/2021,A_/_H5N1,human,759
SYNTH0000358,SYNTH_ISL_00000358,A/Synthetic_human/SYN/000358/2021,A_/_H5N1,human,759
SYNTH0000359,SYNTH_ISL_00000359,A/Synthetic_human/SYN/000359/2021,A_/_H5N1,human,759
SYNTH0000360,SYNTH_ISL_00000360,A/Synthetic_human/SYN/000360/2022,A_/_H5N1,human,759
SYNTH0000361,SYNTH_ISL_00000361,A/Synthetic_human/SYN/000361/2021,A_/_H5N1,human,759
SYNTH0000362,SYNTH_ISL_00000362,A/Synthetic_human/SYN/000362/2025,A_/_H5N1,human,759
SYNTH0000363,SYNTH_ISL_00000363,A/Synthetic_human/SYN/000363/2023,A_/_H5N1,human,759
SYNTH0000364,SYNTH_ISL_00000364,A/Synthetic_human/SYN/000364/2023,A_/_H5N1,human,759
SYNTH0000365,SYNTH_ISL_00000365,A/Synthetic_human/SYN/000365/2022,A_/_H5N1,human,759
SYNTH0000366,SYNTH_ISL_00000366,A/Synthetic_human/SYN/000366/2021,A_/_H5N1,human,759
SYNTH0000367,SYNTH_ISL_00000367,A/Synthetic_human/SYN/000367/2022,A_/_H5N1,human,363
SYNTH0000368,SYNTH_ISL_00000368,A/Synthetic_human/SYN/000368/2021,A_/_H5N1,human,759
SYNTH0000369,SYNTH_ISL_00000369,A/Synthetic_human/SYN/000369/2022,A_/_H5N1,human,759
SYNTH0000370,SYNTH_ISL_00000370,A/Synthetic_human/SYN/000370/2021,A_/_H5N1,human,759
SYNTH0000371,SYNTH_ISL_00000371,A/Synthetic_human/SYN/000371/2025,A_/_H5N1,human,759
SYNTH0000372,SYNTH_ISL_00000372,A/Synthetic_human/SYN/000372/2025,A_/_H5N1,human,759
SYNTH0000373,SYNTH_ISL_00000373,A/Synthetic_human/SYN/000373/2025,A_/_H5N1,human,759
SYNTH0000374,SYNTH_ISL_00000374,A/Synthetic_human/SYN/000374/2021,A_/_H5N1,human,759
SYNTH0000375,SYNTH_ISL_00000375,A/Synthetic_human/SYN/000375/2024,A_/_H5N1,human,759
SYNTH0000376,SYNTH_ISL_00000376,A/Synthetic_human/SYN/000376/2024,A_/_H5N1,human,759
SYNTH0000377,SYNTH_ISL_00000377,A/Synthetic_human/SYN/000377/2023,A_/_H5N1,human,759
SYNTH0000378,SYNTH_ISL_00000378,A/Synthetic_human/SYN/000378/2022,A_/_H5N1,human,759
SYNTH0000379,SYNTH_ISL_00000379,A/Synthetic_human/SYN/000379/2024,A_/_H5N1,human,759
SYNTH0000380,SYNTH_ISL_00000380,A/Synthetic_human/SYN/000380/2024,A_/_H5N1,human,759
SYNTH0000381,SYNTH_ISL_00000381,A/Synthetic_human/SYN/000381/2021,A_/_H5N1,human,759
SYNTH0000382,SYNTH_ISL_00000382,A/Synthetic_human/SYN/000382/2025,A_/_H5N1,human,759
SYNTH0000383,SYNTH_ISL_00000383,A/Synthetic_human/SYN/000383/2024,A_/_H5N1,human,759
SYNTH0000384,SYNTH_ISL_00000384,A/Synthetic_human/SYN/000384/2024,A_/_H5N1,human,759
SYNTH0000385,SYNTH_ISL_00000385,A/Synthetic_human/SYN/000385/2024,A_/_H5N1,human,759
SYNTH0000386,SYNTH_ISL_00000386,A/Synthetic_human/SYN/000386/2023,A_/_H5N1,human,759
SYNTH0000387,SYNTH_ISL_00000387,A/Synthetic_human/SYN/000387/2023,A_/_H5N1,human,759
SYNTH0000388,SYNTH_ISL_00000388,A/Synthetic_human/SYN/000388/2021,A_/_H5N1,human,759
SYNTH0000389,SYNTH_ISL_00000389,A/Synthetic_human/SYN/000389/2021,A_/_H5N1,human,759
SYNTH0000390,SYNTH_ISL_00000390,A/Synthetic_human/SYN/000390/2022,A_/_H5N1,human,759
SYNTH0000391,SYNTH_ISL_00000391,A/Synthetic_human/SYN/000391/2021,A_/_H5N1,human,759
SYNTH0000392,SYNTH_ISL_00000392,A/Synthetic_human/SYN/000392/2021,A_/_H5N1,human,759
SYNTH0000393,SYNTH_ISL_00000393,A/Synthetic_human/SYN/000393/2023,A_/_H5N1,human,759
SYNTH0000394,SYNTH_ISL_00000394,A/Synthetic_human/SYN/000394/2022,A_/_H5N1,human,759
SYNTH0000395,SYNTH_ISL_00000395,A/Synthetic_human/SYN/000395/2021,A_/_H5N1,human,759
SYNTH0000396,SYNTH_ISL_00000396,A/Synthetic_human/SYN/000396/2021,A_/_H5N1,human,759
SYNTH0000397,SYNTH_ISL_00000397,A/Synthetic_human/SYN/000397/2024,A_/_H5N1,human,759
SYNTH0000398,SYNTH_ISL_00000398,A/Synthetic_human/SYN/000398/2025,A_/_H5N1,human,759
SYNTH0000399,SYNTH_ISL_00000399,A/Synthetic_human/SYN/000399/2021,A_/_H5N1,human,759
SYNTH0000400,SYNTH_ISL_00000400,A/Synthetic_human/SYN/000400/2023,A_/_H5N1,human,759
SYNTH0000401,SYNTH_ISL_00000401,A/Synthetic_human/SYN/000401/2022,A_/_H5N1,human,759
SYNTH0000402,SYNTH_ISL_00000402,A/Synthetic_human/SYN/000402/2021,A_/_H5N1,human,759
SYNTH0000403,SYNTH_ISL_00000403,A/Synthetic_human/SYN/000403/2021,A_/_H5N1,human,759
SYNTH0000404,SYNTH_ISL_00000404,A/Synthetic_human/SYN/000404/2024,A_/_H5N1,human,759
SYNTH0000405,SYNTH_ISL_00000405,A/Synthetic_human/SYN/000405/2022,A_/_H5N1,human,759
SYNTH0000406,SYNTH_ISL_00000406,A/Synthetic_human/SYN/000406/2025,A_/_H5N1,human,759
SYNTH0000407,SYNTH_ISL_00000407,A/Synthetic_human/SYN/000407/2022,A_/_H5N1,human,759
SYNTH0000408,SYNTH_ISL_00000408,A/Synthetic_human/SYN/000408/2021,A_/_H5N1,human,759
SYNTH0000409,SYNTH_ISL_00000409,A/Synthetic_human/SYN/000409/2024,A_/_H5N1,human,759
SYNTH0000410,SYNTH_ISL_00000410,A/Synthetic_human/SYN/000410/2023,A_/_H5N1,human,759
SYNTH0000411,SYNTH_ISL_00000411,A/Synthetic_human/SYN/000411/2023,A_/_H5N1,human,759
SYNTH0000412,SYNTH_ISL_00000412,A/Synthetic_human/SYN/000412/2025,A_/_H5N1,human,759
SYNTH0000413,SYNTH_ISL_00000413,A/Synthetic_human/SYN/000413/2021,A_/_H5N1,human,759
SYNTH0000414,SYNTH_ISL_00000414,A/Synthetic_human/SYN/000414/2021,A_/_H5N1,human,759
SYNTH0000415,SYNTH_ISL_00000415,A/Synthetic_human/SYN/000415/2022,A_/_H5N1,human,759
SYNTH0000416,SYNTH_ISL_00000416,A/Synthetic_human/SYN/000416/2023,A_/_H5N1,human,759
SYNTH0000417,SYNTH_ISL_00000417,A/Synthetic_human/SYN/000417/2024,A_/_H5N1,human,759
SYNTH0000418,SYNTH_ISL_00000418,A/Synthetic_human/SYN/000418/2025,A_/_H5N1,human,759
SYNTH0000419,SYNTH_ISL_00000419,A/Synthetic_human/SYN/000419/2021,A_/_H5N1,human,759
SYNTH0000420,SYNTH_ISL_00000420,A/Synthetic_human/SYN/000420/2024,A_/_H5N1,human,199
SYNTH0000421,SYNTH_ISL_00000421,A/Synthetic_human/SYN/000421/2025,A_/_H5N1,human,759
SYNTH0000422,SYNTH_ISL_00000422,A/Synthetic_human/SYN/000422/2024,A_/_H5N1,human,759
SYNTH0000423,SYNTH_ISL_00000423,A/Synthetic_human/SYN/000423/2021,A_/_H5N1,human,759
SYNTH0000424,SYNTH_ISL_00000424,A/Synthetic_human/SYN/000424/2025,A_/_H5N1,human,759
SYNTH0000425,SYNTH_ISL_00000425,A/Synthetic_human/SYN/000425/2021,A_/_H5N1,human,759
SYNTH0000426,SYNTH_ISL_00000426,A/Synthetic_human/SYN/000426/2022,A_/_H5N1,human,759
SYNTH0000427,SYNTH_ISL_00000427,A/Synthetic_human/SYN/000427/2025,A_/_H5N1,human,759
SYNTH0000428,SYNTH_ISL_00000428,A/Synthetic_human/SYN/000428/2023,A_/_H5N1,human,759
SYNTH0000429,SYNTH_ISL_00000429,A/Synthetic_human/SYN/000429/2021,A_/_H5N1,human,759
SYNTH0000430,SYNTH_ISL_00000430,A/Synthetic_human/SYN/000430/2025,A_/_H5N1,human,759
SYNTH0000431,SYNTH_ISL_00000431,A/Synthetic_human/SYN/000431/2023,A_/_H5N1,human,759
SYNTH0000432,SYNTH_ISL_00000432,A/Synthetic_human/SYN/000432/2022,A_/_H5N1,human,759
SYNTH0000433,SYNTH_ISL_00000433,A/Synthetic_human/SYN/000433/2022,A_/_H5N1,human,759
SYNTH0000434,SYNTH_ISL_00000434,A/Synthetic_human/SYN/000434/2021,A_/_H5N1,human,759
SYNTH0000435,SYNTH_ISL_00000435,A/Synthetic_human/SYN/000435/2024,A_/_H5N1,human,759
SYNTH0000436,SYNTH_ISL_00000436,A/Synthetic_human/SYN/000436/2025,A_/_H5N1,human,759
SYNTH0000437,SYNTH_ISL_00000437,A/Synthetic_human/SYN/000437/2023,A_/_H5N1,human,759
SYNTH0000438,SYNTH_ISL_00000438,A/Synthetic_human/SYN/000438/2024,A_/_H5N1,human,759
SYNTH0000439,SYNTH_ISL_00000439,A/Synthetic_human/SYN/000439/2023,A_/_H5N1,human,759
SYNTH0000440,SYNTH_ISL_00000440,A/Synthetic_human/SYN/000440/2025,A_/_H5N1,human,759
SYNTH0000441,SYNTH_ISL_00000441,A/Synthetic_human/SYN/000441/2024,A_/_H5N1,human,759
SYNTH0000442,SYNTH_ISL_00000442,A/Synthetic_human/SYN/000442/2023,A_/_H5N1,human,759
SYNTH0000443,SYNTH_ISL_00000443,A/Synthetic_human/SYN/000443/2025,A_/_H5N1,human,759
SYNTH0000444,SYNTH_ISL_00000444,A/Synthetic_human/SYN/000444/2024,A_/_H5N1,human,759
SYNTH0000445,SYNTH_ISL_00000445,A/Synthetic_human/SYN/000445/2024,A_/_H5N1,human,759
SYNTH0000446,SYNTH_ISL_00000446,A/Synthetic_human/SYN/000446/2023,A_/_H5N1,human,759
SYNTH0000447,SYNTH_ISL_00000447,A/Synthetic_human/SYN/000447/2021,A_/_H5N1,human,759
SYNTH0000448,SYNTH_ISL_00000448,A/Synthetic_human/SYN/000448/2021,A_/_H5N1,human,759
SYNTH0000449,SYNTH_ISL_00000449,A/Synthetic_human/SYN/000449/2021,A_/_H5N1,human,759
SYNTH0000450,SYNTH_ISL_00000450,A/Synthetic_human/SYN/000450/2024,A_/_H5N1,human,759
SYNTH0000451,SYNTH_ISL_00000451,A/Synthetic_human/SYN/000451/2023,A_/_H5N1,human,759
SYNTH0000452,SYNTH_ISL_00000452,A/Synthetic_human/SYN/000452/2024,A_/_H5N1,human,759
SYNTH0000453,SYNTH_ISL_00000453,A/Synthetic_human/SYN/000453/2025,A_/_H5N1,human,759
SYNTH0000454,SYNTH_ISL_00000454,A/Synthetic_human/SYN/000454/2021,A_/_H5N1,human,759
SYNTH0000455,SYNTH_ISL_00000455,A/Synthetic_human/SYN/000455/2023,A_/_H5N1,human,759
SYNTH0000456,SYNTH_ISL_00000456,A/Synthetic_human/SYN/000456/2023,A_/_H5N1,human,759
SYNTH0000457,SYNTH_ISL_00000457,A/Synthetic_human/SYN/000457/2023,A_/_H5N1,human,759
SYNTH0000458,SYNTH_ISL_00000458,A/Synthetic_human/SYN/000458/2022,A_/_H5N1,human,759
SYNTH0000459,SYNTH_ISL_00000459,A/Synthetic_human/SYN/000459/2023,A_/_H5N1,human,759
SYNTH0000460,SYNTH_ISL_00000460,A/Synthetic_human/SYN/000460/2022,A_/_H5N1,human,759
SYNTH0000461,SYNTH_ISL_00000461,A/Synthetic_human/SYN/000461/2024,A_/_H5N1,human,759
SYNTH0000462,SYNTH_ISL_00000462,A/Synthetic_human/SYN/000462/2023,A_/_H5N1,human,759
SYNTH0000463,SYNTH_ISL_00000463,A/Synthetic_human/SYN/000463/2023,A_/_H5N1,human,759
SYNTH0000464,SYNTH_ISL_00000464,A/Synthetic_human/SYN/000464/2022,A_/_H5N1,human,759
SYNTH0000465,SYNTH_ISL_00000465,A/Synthetic_human/SYN/000465/2022,A_/_H5N1,human,759
SYNTH0000466,SYNTH_ISL_00000466,A/Synthetic_human/SYN/000466/2025,A_/_H5N1,human,759
SYNTH0000467,SYNTH_ISL_00000467,A/Synthetic_human/SYN/000467/2023,A_/_H5N1,human,759
SYNTH0000468,SYNTH_ISL_00000468,A/Synthetic_human/SYN/000468/2025,A_/_H5N1,human,759
SYNTH0000469,SYNTH_ISL_00000469,A/Synthetic_human/SYN/000469/2022,A_/_H5N1,human,759
SYNTH0000470,SYNTH_ISL_00000470,A/Synthetic_human/SYN/000470/2024,A_/_H5N1,human,759
SYNTH0000471,SYNTH_ISL_00000471,A/Synthetic_human/SYN/000471/2022,A_/_H5N1,human,759
SYNTH0000472,SYNTH_ISL_00000472,A/Synthetic_human/SYN/000472/2024,A_/_H5N1,human,759
SYNTH0000473,SYNTH_ISL_00000473,A/Synthetic_human/SYN/000473/2023,A_/_H5N1,human,759
SYNTH0000474,SYNTH_ISL_00000474,A/Synthetic_human/SYN/000474/2022,A_/_H5N1,human,759
SYNTH0000475,SYNTH_ISL_00000475,A/Synthetic_human/SYN/000475/2024,A_/_H5N1,human,759
SYNTH0000476,SYNTH_ISL_00000476,A/Synthetic_human/SYN/000476/2025,A_/_H5N1,human,759
SYNTH0000477,SYNTH_ISL_00000477,A/Synthetic_human/SYN/000477/2022,A_/_H5N1,human,759
SYNTH0000478,SYNTH_ISL_00000478,A/Synthetic_human/SYN/000478/2023,A_/_H5N1,human,759
SYNTH0000479,SYNTH_ISL_00000479,A/Synthetic_human/SYN/000479/2023,A_/_H5N1,human,759
SYNTH0000480,SYNTH_ISL_00000480,A/Synthetic_human/SYN/000480/2025,A_/_H5N1,human,759
SYNTH0000481,SYNTH_ISL_00000481,A/Synthetic_human/SYN/000481/2021,A_/_H5N1,human,759
SYNTH0000482,SYNTH_ISL_00000482,A/Synthetic_human/SYN/000482/2024,A_/_H5N1,human,759
SYNTH0000483,SYNTH_ISL_00000483,A/Synthetic_human/SYN/000483/2024,A_/_H5N1,human,759
SYNTH0000484,SYNTH_ISL_00000484,A/Synthetic_human/SYN/000484/2024,A_/_H5N1,human,759
SYNTH0000485,SYNTH_ISL_00000485,A/Synthetic_human/SYN/000485/2024,A_/_H5N1,human,759
SYNTH0000486,SYNTH_ISL_00000486,A/Synthetic_human/SYN/000486/2022,A_/_H5N1,human,759
SYNTH0000487,SYNTH_ISL_00000487,A/Synthetic_human/SYN/000487/2023,A_/_H5N1,human,759
SYNTH0000488,SYNTH_ISL_00000488,A/Synthetic_human/SYN/000488/2021,A_/_H5N1,human,759
SYNTH0000489,SYNTH_ISL_00000489,A/Synthetic_human/SYN/000489/2022,A_/_H5N1,human,759
SYNTH0000490,SYNTH_ISL_00000490,A/Synthetic_human/SYN/000490/2024,A_/_H5N1,human,759
SYNTH0000491,SYNTH_ISL_00000491,A/Synthetic_human/SYN/000491/2024,A_/_H5N1,human,759
SYNTH0000492,SYNTH_ISL_00000492,A/Synthetic_human/SYN/000492/2021,A_/_H5N1,human,340
SYNTH0000493,SYNTH_ISL_00000493,A/Synthetic_human/SYN/000493/2025,A_/_H5N1,human,759
SYNTH0000494,SYNTH_ISL_00000494,A/Synthetic_human/SYN/000494/2021,A_/_H5N1,human,759
SYNTH0000495,SYNTH_ISL_00000495,A/Synthetic_human/SYN/000495/2023,A_/_H5N1,human,759
SYNTH0000496,SYNTH_ISL_00000496,A/Synthetic_human/SYN/000496/2024,A_/_H5N1,human,759
SYNTH0000497,SYNTH_ISL_00000497,A/Synthetic_human/SYN/000497/2021,A_/_H5N1,human,759
SYNTH0000498,SYNTH_ISL_00000498,A/Synthetic_human/SYN/000498/2025,A_/_H5N1,human,759
